8.3,8.57,8.3,43.39,195.8,43.39,195.8,8.57,TaoQQiLe
14.2,48.21,14.2,71.79,193.13,71.79,193.13,48.21,淘琪乐学生牛仔
267.59,371.79,267.59,403.93,452.95,403.93,452.95,371.79,哈伦休闲裤
268.13,415.71,268.13,432.86,343.13,432.86,343.13,415.71,小脚版型
349.02,415.18,349.02,433.39,425.09,433.39,425.09,415.18,修身显瘦
328.13,444.11,328.13,456.96,353.3,456.96,353.3,444.11,舒适
361.34,443.04,361.34,456.43,387.05,456.43,387.05,443.04,透气
394.02,444.11,394.02,457.5,421.88,457.5,421.88,444.11,嘻哈
268.13,460.71,268.13,467.68,385.98,467.68,385.98,460.71,###
270.27,469.29,270.27,476.25,380.09,476.25,380.09,469.29,###
267.05,479.46,267.05,484.82,405.8,484.82,405.8,479.46,###
268.66,485.89,268.66,493.93,335.63,493.93,335.63,485.89,###
268.13,495.0,268.13,501.43,369.91,501.43,369.91,495.0,###
269.2,503.57,269.2,510.0,422.41,510.0,422.41,503.57,###
268.66,513.21,268.66,516.96,390.8,516.96,390.8,513.21,###
267.05,520.71,267.05,526.61,413.3,526.61,413.3,520.71,###
475.13,155.25,475.13,163.5,495.38,168.0,498.38,159.75,###
255.38,8.25,255.38,99.75,742.88,99.75,742.88,8.25,ASHION
