270.01,462.32,270.01,472.31,221.72,471.75,221.72,462.32,Amber
297.2,462.32,297.2,472.31,306.08,472.31,306.08,462.32,e
39.68,246.42,39.68,283.61,155.12,283.61,155.12,246.42,Calm
295.54,301.37,295.54,329.12,44.68,329.12,44.68,301.37,Technology
38.57,352.98,38.57,363.53,294.98,363.53,294.98,352.98,PRINCIPLESANDPATTERNSFORNON-INTRUSIVEDESIGN
14.71,367.41,5.27,378.51,124.6,498.39,152.9,498.95,Luocong1984@gmail
16.93,184.82,5.27,195.92,160.67,354.65,175.66,342.44,Luocong1984@gmail.com
15.82,5.0,5.27,17.21,161.23,177.05,176.21,163.73,Luocong1984@gmail.com
195.64,5.55,183.43,17.76,332.72,168.17,332.17,138.75,Luocong1984@gmail.c
195.64,183.71,183.98,197.58,332.72,347.99,332.72,319.13,Luocong1984@gmail.c
4.72,3.33,4.16,8.88,328.84,8.88,329.39,3.33,###
