2.93,1.07,2.93,95.47,185.33,95.47,185.33,1.07,3M
201.87,198.93,201.87,237.87,271.73,235.73,272.8,198.93,3M
519.2,180.8,519.73,196.27,547.47,195.2,547.47,180.8,N95
202.4,259.2,202.4,274.13,281.33,269.33,281.33,257.07,Particulate
285.6,255.47,286.67,268.27,359.73,265.6,361.33,252.27,Respirator
366.13,247.47,366.13,263.47,395.47,263.47,395.47,247.47,N95
353.87,273.6,353.87,287.47,389.07,287.47,390.67,270.93,N95
203.47,279.47,204.0,299.2,349.07,292.27,349.07,270.93,粒狀物防護口罩
199.2,400.0,199.73,424.53,250.93,421.87,250.4,395.2,8511
574.67,619.2,574.67,629.33,598.13,627.73,597.6,617.07,N95
575.73,580.27,575.73,589.87,593.87,589.87,592.8,579.2,3M
575.73,592.0,575.2,601.07,596.0,600.53,593.87,590.4,8511
574.13,602.13,574.13,608.0,596.0,606.93,596.53,602.13,###
567.73,610.13,567.73,615.47,606.13,614.93,606.13,606.93,###
262.67,291.2,262.67,290.67,263.2,290.67,263.2,291.2,###
215.79,151.58,216.21,158.32,319.37,151.16,319.37,145.68,###
254.11,170.53,256.21,175.58,301.68,174.32,297.89,168.84,###
308.0,167.58,309.26,171.79,430.95,165.89,428.42,163.37,###
249.05,563.79,249.05,569.26,258.32,569.26,258.32,563.79,###
248.21,569.68,248.21,575.16,259.16,575.16,259.16,569.68,###
248.21,576.0,248.21,578.53,259.58,578.53,259.58,576.0,###
242.32,579.37,242.32,583.58,265.47,583.58,264.63,581.05,###
246.53,585.26,246.53,591.16,258.74,591.16,258.74,585.26,###
131.16,170.11,131.58,195.37,140.84,197.05,141.26,173.89,###
173.68,192.84,172.42,208.84,180.42,213.05,180.0,197.89,###
132.76,205.71,134.29,213.33,147.24,220.19,146.48,214.1,###
132.76,218.67,132.76,231.62,136.19,231.62,136.19,218.67,###
138.48,227.43,138.48,232.76,146.48,237.33,146.48,233.14,###
132.76,235.81,132.76,242.29,136.57,242.29,136.57,235.81,###
133.52,243.43,133.52,246.86,175.81,280.0,175.81,273.9,###
132.76,247.24,132.38,252.57,175.81,288.0,176.95,283.05,###
132.0,253.33,132.76,259.43,156.38,277.33,157.14,273.14,###
132.76,265.14,133.14,270.1,140.0,273.9,139.62,267.43,###
133.14,271.24,132.76,277.33,141.14,279.62,140.0,275.43,###
144.57,279.24,143.05,283.05,178.86,316.57,180.0,311.62,###
133.52,277.33,132.38,282.29,144.95,289.9,144.95,286.1,###
134.29,284.57,134.29,290.29,146.1,297.14,145.33,289.9,###
133.52,291.81,132.76,296.0,151.05,309.33,154.1,305.9,###
153.71,307.43,150.67,308.95,170.48,329.14,172.76,323.81,###
173.9,329.52,174.29,335.24,180.76,339.05,180.38,332.57,###
133.52,297.9,132.38,302.86,153.71,318.86,156.0,315.81,###
156.76,316.19,154.1,320.0,172.76,340.19,173.14,334.86,###
134.29,307.81,132.38,312.38,140.76,316.57,142.29,312.0,###
143.43,313.52,142.29,318.1,148.0,323.43,149.52,319.62,###
133.9,313.9,133.14,318.86,157.52,339.05,159.81,334.86,###
133.52,324.57,132.0,328.38,141.9,334.48,142.67,329.9,###
132.76,331.05,133.52,336.0,151.43,350.1,151.43,343.62,###
154.86,350.1,153.33,354.29,168.57,372.95,169.33,368.38,###
132.38,338.29,132.38,345.14,151.05,358.1,151.43,353.9,###
139.62,371.05,136.19,377.52,180.38,438.48,182.29,424.76,###
135.05,382.86,133.14,387.05,149.14,400.0,147.62,394.67,###
135.81,410.29,133.14,413.33,141.52,420.95,143.05,417.52,###
135.43,423.24,132.38,425.14,146.1,435.81,146.86,432.0,###
160.95,453.71,162.86,478.86,173.14,488.76,171.62,460.95,###
134.29,427.43,133.52,430.1,156.0,455.62,156.38,449.9,###
133.14,431.24,133.9,437.33,150.67,452.57,151.81,449.52,###
134.67,438.86,132.0,442.67,145.33,451.43,146.1,448.76,###
135.43,447.62,132.76,450.67,147.62,464.38,148.76,460.95,###
132.38,451.43,133.14,457.14,146.48,469.33,148.38,467.05,###
133.14,459.05,133.14,464.0,147.24,476.57,149.9,474.29,###
133.9,466.29,132.0,469.71,151.05,485.71,152.19,481.52,###
133.9,472.0,133.14,475.81,145.71,484.19,145.71,481.9,###
133.14,478.1,134.67,514.29,156.0,535.24,152.57,497.14,###
134.29,516.19,133.52,520.76,146.48,532.95,144.19,526.48,###
133.9,523.43,135.81,528.76,151.43,545.14,152.95,543.24,###
149.52,547.43,146.48,550.1,134.67,537.14,134.29,529.9,###
136.19,544.0,133.9,547.43,146.86,561.14,147.24,557.33,###
133.9,551.62,134.67,582.86,153.33,606.1,152.57,569.9,###
134.67,585.14,133.52,622.48,144.19,632.38,151.43,606.48,###
162.1,480.76,162.86,512.0,177.33,529.52,174.29,495.24,###
162.48,515.81,163.24,553.9,173.52,570.29,174.29,532.57,###
163.24,557.33,163.24,591.24,176.57,606.48,175.81,580.19,###
162.86,592.0,161.71,629.33,177.33,650.29,173.9,610.29,###
