36.22,232.44,41.56,248.44,353.56,160.0,349.56,146.22,eurpean-life.taobao.com
64.67,212.89,57.11,334.22,65.56,332.89,71.33,214.67,###
75.78,248.44,70.0,336.0,78.89,335.11,86.0,248.44,###
70.0,242.67,64.67,335.56,76.22,334.22,75.78,242.67,###
220.22,331.56,219.33,342.67,289.56,342.67,289.56,330.67,SSMANN
89.56,346.67,89.56,372.89,398.89,372.89,398.89,346.67,任意组合9包江浙沪皖包邮
306.89,279.11,306.89,288.44,351.33,288.44,351.33,279.11,mitFlogoin
296.22,263.56,296.22,276.0,350.0,276.0,350.0,263.56,Normal
298.89,235.56,298.89,243.56,350.0,243.56,350.0,235.56,Obertlache
287.33,224.89,287.33,234.22,349.56,234.22,349.56,224.89,seidigweiche
290.44,202.22,290.44,217.33,349.11,217.33,349.11,202.22,Binden
279.78,184.44,279.78,199.56,298.0,199.56,298.0,184.44,16
304.22,184.44,304.22,199.56,349.11,199.56,349.11,184.44,Ultra-
71.33,186.22,75.78,212.89,293.56,150.67,288.22,125.78,全球购-欧洲生活馆
146.89,95.11,143.33,130.67,288.22,130.67,291.33,102.22,facelle
82.0,89.78,77.11,214.67,105.56,214.67,104.22,96.89,facelle
216.22,41.78,216.22,46.67,283.78,47.56,281.11,40.89,SSMANN
10.44,8.0,10.44,32.89,385.11,32.89,385.11,8.0,源自德国Rossmann超市自营品牌
195.78,331.56,195.78,342.67,206.0,342.67,206.0,331.56,R
191.33,40.0,191.33,46.67,200.67,46.67,200.67,40.0,R
