294.89,62.48,294.89,34.08,401.86,34.08,401.86,62.48,###
295.83,83.31,295.83,70.05,404.7,70.05,404.7,83.31,###
594.03,22.72,594.03,11.36,666.93,11.36,666.93,22.72,###
615.81,9.47,615.81,0.0,642.31,0.0,642.31,9.47,###
332.75,143.89,332.75,116.44,395.23,116.44,393.34,141.05,###
328.02,226.25,328.02,179.87,370.62,179.87,370.62,226.25,惠
397.13,182.71,397.13,213.95,415.11,213.95,415.11,182.71,###
558.06,113.6,558.06,169.45,621.49,169.45,621.49,113.6,###
552.38,175.13,555.22,200.69,631.9,197.85,631.9,170.4,PHARMACY
638.53,135.37,638.53,175.13,710.47,175.13,710.47,135.37,藥局
566.58,347.43,568.47,317.13,673.55,309.56,671.66,337.01,HELLO
565.63,372.04,563.74,357.84,710.47,343.64,711.42,357.84,TEL:02-6525465
397.13,485.64,397.13,472.39,460.55,472.39,460.55,485.64,###
358.31,281.16,358.31,258.44,432.15,258.44,432.15,281.16,###
433.1,258.44,433.1,258.44,434.99,258.44,434.99,258.44,###
388.61,322.81,388.61,310.51,415.11,310.51,415.11,322.81,###
822.18,546.23,822.18,512.15,848.69,512.15,848.69,546.23,###
46.86,901.23,45.91,869.04,22.25,860.52,19.41,887.03,###
182.23,800.88,180.34,789.52,221.99,781.0,224.83,792.36,###
334.65,870.93,327.07,842.53,367.78,835.91,371.57,863.36,###
353.58,887.03,352.63,876.61,375.35,872.83,376.3,884.19,###
505.05,752.6,506.94,741.24,565.63,733.67,564.69,744.08,###
11.83,1275.16,11.83,1153.04,531.55,1153.04,531.55,1275.16,ViViPARTY
553.33,1140.73,553.33,1161.56,531.55,1161.56,531.55,1140.73,?
191.7,661.72,191.7,646.57,277.85,633.32,277.85,647.52,62-87
346.01,626.69,348.85,639.0,389.55,636.16,385.77,624.8,65
565.63,487.53,561.85,449.67,593.09,450.61,597.82,488.48,###
