459.33,97.33,459.33,114.67,472.67,114.67,472.67,97.33,?
162.0,100.0,162.0,180.0,462.0,180.0,462.0,100.0,KOKA
566.0,200.0,572.67,226.67,626.0,217.33,632.67,194.67,不加味
458.0,212.0,458.0,232.0,214.0,232.0,214.0,212.0,INSTANTRICENOODLES
488.67,234.67,488.67,249.33,306.0,249.33,306.0,234.67,NouillesDeRizInstanees
296.67,234.67,296.67,257.33,214.0,257.33,214.0,234.67,快熟河粉
455.33,274.67,455.33,296.0,214.0,296.0,214.0,274.67,TOMYAMFLAVOUR
495.33,305.33,496.67,317.33,358.0,317.33,358.0,305.33,AromeDeTomYam
352.67,301.33,352.67,326.67,215.33,326.67,215.33,301.33,泰式酸辣粉
186.0,213.33,184.67,240.0,152.67,246.67,150.0,221.33,###
162.0,252.0,162.0,280.0,174.0,280.0,174.0,252.0,###
168.67,285.33,170.0,396.0,179.33,400.0,179.33,284.0,###
550.0,352.0,550.0,362.67,606.0,362.67,606.0,352.0,###
551.33,373.33,551.33,382.67,603.33,382.67,603.33,373.33,###
556.67,393.33,556.67,402.67,598.0,402.67,598.0,393.33,###
168.67,558.67,168.67,578.67,178.0,576.0,175.33,558.67,###
171.33,598.67,167.33,613.33,172.67,617.33,180.67,598.67,###
152.67,613.33,159.33,634.67,166.0,634.67,159.33,614.67,###
167.33,629.33,167.33,640.0,191.33,640.0,191.33,633.33,###
662.0,702.67,662.0,780.0,134.0,780.0,134.0,702.67,全场满38包邮
552.67,170.67,560.57,197.71,588.67,196.0,578.0,169.33,NO
582.0,162.67,596.67,194.67,634.86,190.86,630.0,162.67,MSG
638.0,161.33,638.0,184.0,630.0,184.0,630.0,161.33,###
