564.4,756.8,564.4,799.2,747.6,799.2,747.6,756.8,乐淘小店
774.0,759.2,774.0,794.4,799.6,794.4,799.6,759.2,M
130.0,20.0,114.0,0.8,-0.4,110.4,14.0,137.6,HappyBuy
221.2,107.2,237.2,137.6,345.2,24.8,335.6,0.0,HappyBuy
440.4,106.4,458.0,136.0,566.0,22.4,557.2,1.6,HappyBuy
657.2,108.0,677.2,136.0,786.0,24.8,776.4,0.0,HappyBuy
436.4,345.6,457.2,371.2,565.2,265.6,556.4,232.0,HappyBuy
656.4,341.6,673.2,374.4,786.8,259.2,774.0,232.8,HappyBuy
614.8,417.6,619.6,428.0,659.6,413.6,658.0,397.6,###
658.0,576.8,675.6,609.6,783.6,497.6,778.8,465.6,HappyBuy
438.8,576.0,457.2,609.6,565.2,502.4,556.4,467.2,HappyBuy
0.4,579.2,17.2,605.6,124.4,498.4,118.0,463.2,HappyBuy
30.8,796.0,61.2,798.4,126.0,738.4,112.4,698.4,pyBuy
247.6,797.6,283.6,796.0,345.2,734.4,332.4,701.6,pyBuy
470.8,797.6,499.6,797.6,567.6,731.2,548.4,702.4,pyBuy
214.0,574.4,236.4,608.8,344.4,498.4,339.6,468.0,HappyBuy
130.8,480.0,126.8,491.2,168.4,508.0,174.8,493.6,###
2.0,346.4,13.2,372.8,125.2,261.6,115.6,232.8,HappyBuy
221.2,341.6,234.8,371.2,344.4,263.2,338.8,233.6,HappyBuy
690.0,797.6,717.2,799.2,786.0,732.0,774.8,703.2,###
