14.5,93.0,14.5,115.0,148.5,115.0,148.5,93.0,AFSJEEP
377.5,60.0,377.5,68.0,398.5,68.0,398.5,60.0,###
312.5,227.0,312.5,256.0,375.5,256.0,375.5,227.0,AFS
320.5,338.0,320.5,350.0,354.5,350.0,354.5,338.0,###
305.5,355.0,305.5,369.0,373.5,369.0,373.5,355.0,CHALLNEGELIMITS
320.5,375.0,320.5,392.0,356.5,392.0,356.5,375.0,SPORTS
345.5,455.0,345.5,468.0,471.5,468.0,471.5,455.0,OUTDOORWEAR
378.5,469.0,378.5,482.0,438.5,482.0,438.5,469.0,SINCE1961
367.5,122.0,367.5,129.0,423.5,131.0,423.5,125.0,###
432.5,56.0,432.5,64.0,440.5,64.0,440.5,56.0,###
502.5,226.0,502.5,266.0,364.5,272.0,365.5,230.0,Jeep
