73.13,411.75,72.38,423.0,114.38,423.0,114.38,411.75,D1S60N
127.13,411.75,127.13,424.5,173.63,424.5,173.63,411.75,42403WX
229.88,384.75,229.88,390.75,264.38,390.75,264.38,384.75,###
231.38,377.25,231.38,384.0,274.13,384.0,274.13,377.25,###
139.88,389.25,139.88,401.25,159.38,401.25,159.38,389.25,4J08
140.63,372.0,140.63,385.5,151.88,385.5,151.88,372.0,11
74.63,390.75,74.63,401.25,127.88,401.25,127.88,390.75,9286303244
75.38,372.0,75.38,387.0,118.13,387.0,118.13,372.0,020162
70.88,345.75,70.13,357.75,120.38,357.75,121.13,345.75,PHILPS
131.63,348.0,131.63,358.5,171.38,358.5,171.38,348.0,XenStart
172.88,342.75,172.88,351.0,187.13,351.0,187.13,342.75,TM
193.88,345.0,193.88,354.0,281.63,354.0,281.63,345.0,AssombledInGermany
589.13,150.75,589.13,163.5,674.63,163.5,674.63,150.75,###
591.38,264.0,591.38,282.75,626.63,282.75,626.63,264.0,6000K
646.13,264.75,646.13,283.5,681.38,283.5,681.38,264.75,6700K
706.13,267.0,706.13,285.0,739.88,285.0,739.88,267.0,7000K
607.88,296.25,607.88,312.0,676.13,312.0,676.13,296.25,###
227.63,112.5,227.63,194.25,567.38,194.25,567.38,112.5,增亮60%
37.88,33.0,37.88,79.5,573.38,79.5,573.38,33.0,专车专用升级增亮型灯泡
326.63,327.75,326.63,356.25,360.38,356.25,360.38,327.75,###
604.88,137.25,602.63,147.75,679.88,148.5,679.88,135.0,HIDheadlight
207.38,251.25,207.38,261.75,281.63,261.75,281.63,251.25,HIGHVOLTAGE
208.13,263.25,208.13,273.0,289.13,273.0,289.13,263.25,HAUTETENSION
75.38,279.0,75.38,289.5,241.88,289.5,241.88,279.0,Toavoldpersonalinjuryfromelectric
76.13,291.0,76.13,299.25,244.13,299.25,244.13,291.0,shock,donotprobeofremovecover
76.13,301.5,76.13,309.0,200.63,309.0,200.63,301.5,Noserviceablecomponehts
112.13,263.25,112.13,273.0,169.13,273.0,169.13,263.25,ATTENTION
112.13,250.5,112.13,261.0,159.38,261.0,159.38,250.5,CAUTION
73.88,315.0,73.88,323.25,261.38,323.25,261.38,315.0,Poureviterdesblessuresqravescausees
72.38,324.75,72.38,331.5,256.88,331.5,256.88,324.75,Parunchocelectionque.hepassoner
72.38,333.0,72.38,339.0,280.88,337.5,283.13,329.25,emeverlecouvercle.Aucunelementrebarable
594.38,141.0,594.38,148.5,600.38,148.5,600.38,141.0,###
527.63,222.0,527.63,246.75,545.63,246.75,545.63,222.0,###
588.38,228.75,588.38,246.75,616.88,246.75,616.88,228.75,###
