63.86,279.81,63.86,303.17,256.2,303.17,256.2,279.81,13601093148
235.33,272.36,235.33,287.27,285.53,287.27,285.53,272.36,8Z15D
208.49,251.48,208.49,267.88,313.86,267.88,313.86,251.48,DC12V0.08A
196.56,235.08,196.56,249.0,235.33,249.0,235.33,235.08,MADE
247.75,235.08,247.75,249.99,265.15,249.99,265.15,235.08,IN
275.09,235.58,275.09,249.49,322.8,249.49,322.8,235.58,JAPAN
199.05,217.69,199.05,233.09,321.31,233.09,321.31,217.69,UDQFH2HO7-PG
203.52,200.79,202.53,214.7,221.41,214.7,221.41,200.79,DC
234.34,200.79,234.34,216.19,325.29,216.19,325.29,200.79,BRUSHLESS
253.22,173.45,252.23,191.84,270.12,191.84,270.12,175.94,M
